date,product,quantity,price
2025-03-02,Red Wine,3,5.49
2024-10-25,Chocolate,4,1.81
2024-11-30,Tomato,6,1.0
2024-11-09,Red Wine,5,6.01
2024-10-18,Banana,5,0.53
2024-06-28,Beer,4,0.93
2024-11-20,Cookies,4,1.56
2024-11-20,Eggs,4,0.23
2025-05-26,Chicken,5,4.83
2024-10-23,Apple,7,0.76
2024-02-11,Eggs,6,0.26
2024-08-13,Apple,2,0.72
2024-10-11,Beer,5,0.83
2025-06-08,Tomato,4,0.99
2025-03-13,Canned Tuna,6,1.31
2024-12-19,Chicken,1,5.08
2025-03-29,Chicken,6,5.0
2024-11-06,Rice,7,1.21
2024-10-06,Red Wine,6,6.48
2025-05-17,Mineral Water,6,0.33
2024-01-03,Milk,5,1.01
2024-05-02,Apple,9,0.67
2025-05-02,Olive Oil,6,6.49
2024-09-22,Cookies,3,1.6
2024-02-24,Banana,4,0.51
2024-03-19,Olive Oil,4,6.32
2024-11-19,Sugar,5,0.94
2024-05-27,Chocolate,5,1.91
2024-08-11,Bread,5,1.11
2024-05-14,Apple,12,0.7
2024-11-07,Bread,7,1.2
2024-05-25,Bread,2,1.26
2024-03-21,Cookies,2,1.42
2024-04-20,Mineral Water,5,0.36
2024-09-16,Milk,3,1.01
2024-12-25,Milk,7,0.87
2024-09-04,Bread,7,1.1
2024-08-10,Sugar,3,1.01
2024-08-07,Cookies,5,1.41
2024-12-29,Sugar,5,1.07
2025-05-22,Canned Tuna,6,1.38
2024-04-28,Chicken,3,5.41
2025-03-14,Canned Tuna,6,1.34
2025-05-18,Tomato,5,1.18
2025-02-14,Chocolate,4,1.66
2024-07-22,Cookies,4,1.53
2024-10-06,Pasta,5,1.03
2025-04-10,Tea,6,2.29
2024-02-24,Yogurt,4,0.51
2024-11-30,Cheese,2,2.6
2025-05-24,Apple,7,0.67
2024-02-02,Red Wine,4,5.91
2024-06-30,Mineral Water,5,0.38
2025-02-02,Salt,5,0.41
2024-02-27,Red Wine,7,6.21
2024-02-16,Canned Tuna,6,1.33
2024-12-15,Apple,3,0.75
2024-11-15,Canned Tuna,5,1.29
2024-11-29,Eggs,4,0.23
2025-02-03,Milk,8,0.94
2024-12-13,Pasta,5,1.12
2024-02-18,Banana,8,0.51
2024-04-07,Rice,4,1.43
2024-03-19,Eggs,4,0.24
2024-09-14,Tea,5,2.24
2025-04-23,Coffee,7,3.81
2024-05-31,Olive Oil,8,7.07
2024-07-27,Lettuce,6,0.84
2024-09-01,Mineral Water,4,0.33
2025-05-12,Yogurt,3,0.51
2024-10-11,Salt,5,0.44
2024-02-26,Chocolate,4,1.82
2025-01-07,Cheese,3,2.5
2024-04-24,Chocolate,4,1.86
2024-11-16,Eggs,9,0.26
2024-08-07,Pasta,6,1.17
2025-03-09,Olive Oil,6,6.42
2024-02-05,Red Wine,7,6.12
2024-05-04,Toilet Paper,8,0.46
2024-08-29,Salt,7,0.43
2024-03-23,Rice,7,1.22
2024-11-30,Red Wine,10,5.87
2024-07-23,Beer,6,0.88
2024-05-13,Tea,3,2.02
2024-12-01,Coffee,6,3.94
2024-01-24,Rice,6,1.22
2025-02-14,Salt,6,0.41
2024-04-30,Coffee,3,3.75
2024-07-27,Bread,5,1.25
2024-08-08,Tomato,6,1.2
2024-09-25,Rice,4,1.36
2024-05-16,Lettuce,5,0.92
2024-09-19,Pasta,4,1.2
2024-12-28,Cheese,3,2.39
2025-01-25,Coffee,5,4.13
2024-07-02,Rice,4,1.42
2025-06-27,Olive Oil,4,6.07
2024-05-10,Mineral Water,2,0.32
2024-11-16,Red Wine,8,6.34
2024-02-24,Mineral Water,7,0.38
2024-09-23,Tomato,2,1.02
2024-12-31,Banana,4,0.52
2024-12-23,Cookies,4,1.52
2024-01-05,Cheese,7,2.45
2024-12-02,Sugar,5,1.05
2024-11-27,Bread,5,1.15
2024-12-03,Apple,6,0.63
2024-10-16,Milk,8,0.98
2024-09-02,Pasta,5,1.17
2024-05-03,Canned Tuna,6,1.28
2024-04-08,Rice,5,1.3
2025-03-12,Chicken,9,5.21
2025-05-22,Cheese,5,2.36
2024-05-10,Sugar,6,1.03
2024-03-19,Chocolate,4,1.95
2025-05-30,Milk,7,0.95
2024-03-26,Bread,4,1.11
2024-07-10,Mineral Water,6,0.38
2024-04-29,Tomato,6,1.03
2025-02-08,Bread,9,1.12
2024-07-11,Rice,4,1.19
2024-11-04,Bread,6,1.13
2025-05-11,Beer,5,0.79
2024-12-07,Red Wine,5,5.33
2025-02-13,Bread,8,1.1
2024-01-20,Red Wine,6,5.92
2024-12-21,Mineral Water,5,0.36
2024-07-15,Beer,2,0.88
2025-04-24,Red Wine,4,5.72
2024-06-14,Apple,7,0.75
2024-06-09,Coffee,4,3.58
2024-09-24,Coffee,7,3.79
2024-08-20,Chicken,6,5.38
2024-02-21,Yogurt,11,0.56
2025-06-03,Beer,8,0.9
2024-10-26,Yogurt,3,0.51
2024-05-21,Cookies,5,1.48
2025-06-01,Yogurt,6,0.59
2025-06-26,Banana,5,0.46
2024-01-31,Mineral Water,7,0.37
2025-06-13,Beer,1,0.79
2024-02-07,Cheese,4,2.38
2024-11-07,Chocolate,10,1.95
2024-10-13,Toilet Paper,2,0.47
2025-03-28,Sugar,6,1.02
2025-02-03,Cookies,6,1.45
2024-12-14,Toilet Paper,6,0.47
2024-09-04,Tea,3,1.96
2025-01-16,Rice,3,1.36
2024-05-07,Olive Oil,2,6.67
2024-10-18,Beer,11,0.82
2024-07-16,Chocolate,6,1.9
2025-03-11,Chicken,4,5.15
2024-09-27,Apple,6,0.7
2024-05-10,Eggs,7,0.25
2024-08-05,Red Wine,4,6.15
2024-10-23,Beer,7,0.85
2024-10-28,Milk,3,0.95
2024-10-17,Red Wine,5,5.34
2024-12-23,Tomato,2,1.03
2025-05-31,Cheese,9,2.79
2024-08-26,Tea,7,2.08
2024-10-11,Canned Tuna,3,1.35
2024-11-12,Tea,2,1.93
2025-05-02,Salt,7,0.41
2024-07-29,Sugar,4,1.08
2024-02-16,Lettuce,5,0.96
2025-02-28,Red Wine,2,6.33
2024-04-11,Bread,3,1.29
2024-11-10,Salt,3,0.37
2024-02-29,Mineral Water,3,0.36
2024-05-03,Rice,4,1.27
2024-03-03,Milk,6,0.89
2024-10-02,Pasta,5,1.09
2024-03-26,Salt,6,0.44
2024-09-08,Tea,4,2.1
2024-10-23,Salt,4,0.44
2025-05-08,Tea,1,2.3
2025-06-30,Olive Oil,7,6.63
2025-05-31,Eggs,7,0.23
2024-12-02,Pasta,8,1.18
2024-01-10,Bread,4,1.3
2024-03-20,Chocolate,5,1.68
2024-01-09,Salt,8,0.36
2024-10-14,Yogurt,4,0.55
2024-08-14,Chocolate,4,1.95
2024-08-02,Lettuce,3,0.99
2024-06-28,Bread,8,1.13
2024-01-24,Cheese,7,2.65
2025-03-13,Cookies,4,1.55
2025-06-14,Tea,6,2.17
2024-02-18,Beer,3,0.85
2024-08-19,Olive Oil,6,7.04
2024-11-14,Cookies,3,1.48
2024-12-08,Cheese,5,2.67
2025-03-25,Olive Oil,7,6.17
2024-02-04,Yogurt,3,0.56
2025-03-28,Canned Tuna,3,1.35
2024-10-28,Milk,4,0.91
2024-04-13,Canned Tuna,8,1.37
2025-06-13,Pasta,2,1.13
2024-03-10,Pasta,2,1.12
2025-03-07,Eggs,4,0.26
2024-11-15,Red Wine,4,6.17
2024-12-17,Eggs,7,0.25
2024-05-28,Rice,1,1.27
2024-07-24,Milk,4,0.9
2024-12-09,Tea,8,2.27
2024-01-04,Coffee,5,3.65
2025-01-19,Tea,6,1.98
2024-01-11,Tomato,2,1.08
2024-01-31,Cheese,6,2.53
2024-01-23,Tomato,6,1.03
2025-01-23,Banana,3,0.53
2025-01-16,Tea,4,2.22
2024-05-13,Chocolate,6,1.68
2024-07-12,Tomato,6,1.03
2024-05-09,Salt,4,0.38
2025-04-26,Sugar,3,1.09
2025-06-15,Chocolate,5,1.84
2024-07-31,Beer,9,0.8
2025-01-21,Lettuce,4,0.97
2024-03-27,Eggs,3,0.23
2025-02-22,Rice,6,1.29
2024-03-18,Chicken,4,5.52
2024-10-10,Chicken,4,5.62
2024-07-24,Lettuce,2,0.83
2024-05-21,Pasta,5,1.03
2024-11-02,Cookies,2,1.57
2024-06-01,Rice,7,1.38
2025-04-24,Canned Tuna,5,1.32
2025-03-03,Toilet Paper,4,0.48
2024-05-11,Tomato,3,1.09
2024-12-29,Rice,1,1.42
2024-02-02,Pasta,7,1.04
2025-02-04,Apple,8,0.65
2025-04-07,Cheese,3,2.62
2024-06-30,Tea,2,2.27
2024-07-22,Milk,2,1.01
2025-04-10,Cheese,4,2.81
2024-11-30,Milk,1,0.93
2024-07-30,Mineral Water,5,0.34
2024-11-13,Apple,5,0.75
2024-09-09,Eggs,7,0.24
2024-04-03,Sugar,4,0.97
2025-03-18,Rice,9,1.34
2024-06-10,Beer,5,0.83
2024-08-10,Olive Oil,4,7.0
2024-11-29,Red Wine,5,5.8
2025-04-17,Mineral Water,4,0.35
2024-09-13,Canned Tuna,3,1.36
2024-09-05,Yogurt,5,0.57
2024-01-19,Cookies,4,1.64
2024-01-12,Coffee,4,3.5
2024-02-18,Chocolate,6,1.72
2024-01-05,Tea,6,2.23
2025-03-07,Milk,5,1.0
2024-04-08,Bread,4,1.32
2024-11-30,Chocolate,3,1.68
2024-08-06,Pasta,5,1.11
2025-04-14,Yogurt,4,0.53
2024-08-11,Lettuce,4,0.82
2024-04-07,Mineral Water,7,0.34
2024-11-21,Coffee,6,3.67
2024-01-14,Chocolate,6,1.79
2024-09-06,Lettuce,4,0.81
2025-01-19,Coffee,3,3.48
2024-11-21,Tomato,6,1.13
2024-10-22,Tea,3,2.22
2024-09-11,Bread,4,1.13
2024-03-07,Chocolate,5,1.87
2024-07-28,Red Wine,3,5.39
2025-04-23,Apple,5,0.64
2025-04-04,Rice,4,1.21
2025-03-19,Tea,7,1.97
2025-01-25,Apple,2,0.74
2025-04-19,Mineral Water,6,0.37
2024-05-19,Rice,3,1.29
2025-05-27,Cookies,3,1.49
2024-02-09,Toilet Paper,9,0.47
2024-12-22,Yogurt,4,0.54
2025-01-29,Sugar,3,1.04
2025-01-05,Mineral Water,2,0.37
2025-04-11,Tea,3,2.19
2024-04-29,Chocolate,4,1.67
2025-03-13,Cheese,7,2.68
2024-12-18,Olive Oil,9,6.75
2024-06-21,Apple,4,0.67
2025-03-17,Red Wine,4,5.31
2025-05-29,Banana,3,0.47
2024-07-06,Yogurt,3,0.54
2025-01-21,Tomato,7,1.05
2024-03-03,Yogurt,5,0.53
2024-02-12,Olive Oil,1,6.83
2025-03-15,Yogurt,7,0.52
2024-12-30,Pasta,7,1.07
2025-02-15,Pasta,1,1.17
2025-06-27,Toilet Paper,3,0.48
2024-01-04,Olive Oil,7,7.09
2025-01-03,Tea,2,2.29
2025-05-02,Milk,7,1.04
2025-06-16,Chocolate,5,1.93
2024-03-30,Eggs,3,0.26
2024-04-01,Rice,9,1.39
2024-09-20,Yogurt,6,0.54
2025-05-18,Chocolate,3,1.79
2024-12-17,Cheese,5,2.75
2024-10-24,Canned Tuna,8,1.51
2024-11-16,Cheese,6,2.4
2024-03-04,Canned Tuna,1,1.42
2024-08-15,Eggs,8,0.25
2025-04-11,Yogurt,6,0.54
2024-05-06,Apple,6,0.71
2024-08-03,Olive Oil,8,7.15
2024-06-12,Toilet Paper,8,0.49
2024-07-18,Bread,7,1.21
2024-11-07,Cookies,5,1.61
2024-01-10,Beer,7,0.88
2024-04-08,Chicken,8,5.43
2025-06-11,Chicken,2,5.69
2024-05-01,Tea,4,2.03
2024-04-01,Lettuce,5,0.88
2024-03-25,Beer,5,0.91
2025-05-06,Yogurt,3,0.55
2024-11-01,Olive Oil,5,6.75
2025-06-26,Eggs,7,0.23
2024-07-03,Red Wine,8,5.39
2024-07-30,Bread,3,1.21
2024-05-07,Tea,3,1.96
2025-06-15,Sugar,6,0.96
2024-08-02,Rice,7,1.34
2024-08-08,Cookies,4,1.38
2025-03-08,Apple,3,0.71
2024-09-17,Cheese,4,2.63
2024-07-16,Chocolate,6,1.77
2024-01-27,Cookies,7,1.46
2024-04-01,Coffee,5,3.61
2024-08-15,Chicken,5,5.63
2024-12-23,Canned Tuna,7,1.53
2024-02-19,Cookies,3,1.52
2024-05-10,Banana,8,0.48
2025-01-22,Olive Oil,3,5.86
2025-03-04,Eggs,5,0.26
2024-08-22,Cookies,6,1.49
2024-03-22,Rice,4,1.34
2024-10-19,Cheese,3,2.72
2025-03-10,Salt,2,0.43
2024-12-19,Chocolate,11,1.8
2025-04-04,Lettuce,6,0.99
2024-05-16,Banana,4,0.52
2024-04-25,Sugar,3,0.97
2024-11-02,Pasta,4,1.19
2025-06-11,Red Wine,5,5.66
2025-04-16,Milk,4,1.03
2024-01-10,Pasta,4,1.06
2024-09-13,Yogurt,6,0.54
2025-03-25,Lettuce,5,0.89
2024-07-22,Chocolate,4,1.92
2024-12-05,Yogurt,2,0.52
2025-03-07,Milk,4,0.89
2024-04-20,Red Wine,10,5.96
2024-08-30,Bread,2,1.11
2025-03-15,Milk,6,0.98
2024-09-26,Lettuce,4,0.92
2024-06-01,Cookies,7,1.42
2024-01-19,Lettuce,4,0.83
2024-03-03,Coffee,7,3.57
2025-01-07,Sugar,2,0.99
2024-11-25,Olive Oil,5,7.08
2024-12-08,Tomato,5,1.05
2025-01-05,Rice,5,1.2
2024-04-18,Toilet Paper,5,0.48
2024-07-16,Apple,5,0.72
2025-04-30,Cookies,4,1.48
2024-09-15,Tomato,3,1.11
2025-03-05,Salt,5,0.44
2024-10-07,Sugar,2,1.09
2024-07-13,Cookies,3,1.64
2025-03-24,Toilet Paper,4,0.48
2024-06-12,Sugar,4,0.98
2024-10-01,Eggs,8,0.24
2024-05-16,Salt,6,0.37
2024-04-28,Olive Oil,4,6.99
2024-10-28,Bread,7,1.24
2024-12-30,Pasta,2,1.21
2024-04-18,Lettuce,3,0.94
2024-10-02,Toilet Paper,7,0.47
2025-01-12,Tomato,5,1.12
2024-07-08,Apple,2,0.76
2024-06-15,Banana,4,0.47
2025-04-10,Banana,4,0.53
2024-01-22,Tea,6,2.3
2024-03-26,Yogurt,4,0.59
2024-01-10,Olive Oil,2,6.04
2025-03-30,Yogurt,4,0.55
2024-05-06,Banana,4,0.48
2025-03-01,Bread,3,1.28
2024-10-20,Apple,4,0.63
2024-03-19,Lettuce,9,0.98
2024-06-03,Coffee,4,3.67
2024-10-20,Banana,5,0.49
2024-03-19,Chicken,4,5.59
2025-04-02,Bread,4,1.29
2024-11-26,Toilet Paper,6,0.48
2024-12-07,Apple,5,0.66
2025-06-29,Apple,5,0.74
2024-01-03,Salt,8,0.43
2025-04-30,Tomato,1,1.21
2024-05-22,Apple,3,0.76
2024-05-21,Rice,6,1.29
2025-03-10,Yogurt,3,0.6
2024-06-10,Chicken,4,4.74
2025-03-02,Bread,3,1.12
2024-12-11,Apple,5,0.74
2024-06-26,Beer,5,0.9
2025-05-28,Sugar,6,0.93
2024-08-04,Rice,6,1.35
2024-03-20,Canned Tuna,4,1.43
2024-07-18,Cookies,6,1.49
2024-10-15,Olive Oil,4,5.99
2024-07-25,Banana,4,0.5
2024-02-15,Tea,3,2.28
2024-11-12,Eggs,3,0.27
2024-05-12,Bread,6,1.32
2025-01-26,Cookies,6,1.55
2024-04-05,Red Wine,4,6.0
2025-05-28,Cookies,4,1.42
2024-10-24,Sugar,5,1.1
2024-09-01,Chicken,4,5.33
2024-11-12,Tomato,6,1.21
2024-03-10,Salt,6,0.43
2025-04-16,Olive Oil,3,6.6
2025-02-22,Olive Oil,9,7.13
2025-02-27,Coffee,5,4.12
2024-09-07,Sugar,5,0.99
2024-04-17,Cookies,1,1.6
2025-04-21,Rice,7,1.27
2025-05-12,Yogurt,7,0.5
2024-06-08,Tomato,3,1.14
2025-01-05,Red Wine,5,5.48
2025-03-09,Mineral Water,3,0.38
2024-03-24,Olive Oil,3,6.18
2024-02-25,Rice,5,1.4
2024-06-13,Cheese,6,2.81
2024-05-28,Cookies,8,1.48
2025-04-14,Pasta,5,1.14
2024-04-09,Apple,9,0.7
2024-12-22,Milk,5,0.9
2025-01-07,Tomato,3,1.2
2025-04-11,Bread,4,1.15
2024-06-29,Mineral Water,5,0.34
2025-03-23,Beer,6,0.84
2025-02-25,Tea,8,2.01
2024-02-03,Yogurt,5,0.55
2024-07-19,Chocolate,4,1.72
2025-06-03,Red Wine,9,6.43
2025-02-28,Rice,6,1.24
2025-03-16,Milk,6,0.86
2025-03-15,Lettuce,4,0.91
2024-08-24,Apple,5,0.76
2025-02-05,Yogurt,2,0.57
2024-01-27,Tea,4,2.27
2024-05-13,Mineral Water,7,0.32
2024-09-08,Beer,5,0.87
2025-04-15,Toilet Paper,9,0.48
2024-03-20,Coffee,3,3.51
2025-02-27,Red Wine,4,6.31
2024-06-13,Cheese,6,2.59
2024-12-21,Banana,6,0.48
2025-06-18,Red Wine,2,6.48
2024-08-09,Toilet Paper,5,0.43
2024-05-09,Chicken,3,4.8
2024-10-28,Olive Oil,3,6.21
2024-10-14,Beer,5,0.89
2025-05-14,Canned Tuna,4,1.29
2024-03-06,Mineral Water,8,0.38
2025-02-23,Beer,2,0.79
2025-03-15,Rice,6,1.33
2024-11-17,Banana,3,0.49
2024-03-08,Yogurt,6,0.5
2024-03-17,Canned Tuna,5,1.34
2025-05-20,Eggs,5,0.27
2024-11-30,Red Wine,3,5.37
2025-06-30,Eggs,9,0.24
2025-03-01,Sugar,3,0.91
2024-11-16,Toilet Paper,3,0.43
2025-01-17,Red Wine,6,6.03
2024-08-19,Coffee,6,3.5
2024-02-23,Banana,5,0.46
2024-11-07,Olive Oil,2,7.0
2024-11-22,Cheese,7,2.48
2025-05-04,Apple,6,0.74
2024-10-30,Chocolate,4,1.8
2025-05-21,Cookies,6,1.37
2025-06-24,Milk,6,0.9
2025-05-31,Sugar,4,1.07
2024-10-11,Yogurt,7,0.6
2024-09-03,Mineral Water,6,0.33
2025-06-27,Bread,2,1.29
2025-02-10,Beer,4,0.82
2025-01-26,Sugar,4,0.99
2024-10-09,Toilet Paper,3,0.49
2024-09-11,Sugar,3,1.02
2024-09-29,Yogurt,2,0.52
2025-02-18,Lettuce,3,0.82
2024-07-27,Canned Tuna,5,1.37
2024-07-08,Chicken,3,5.34
2024-12-06,Sugar,7,1.08
2025-04-30,Beer,1,0.79
2024-01-10,Mineral Water,3,0.34
2024-09-10,Coffee,2,3.69
2024-04-06,Red Wine,7,5.44
2024-01-14,Yogurt,7,0.53
2025-06-15,Chicken,7,4.99
2024-05-25,Toilet Paper,3,0.46
2025-01-21,Chicken,6,5.2
2024-12-23,Tea,7,1.94
2025-06-16,Pasta,4,1.08
2024-05-30,Cookies,8,1.45
2025-05-13,Beer,4,0.88
2025-05-15,Rice,5,1.19
2024-05-21,Rice,3,1.17
2025-03-18,Chicken,8,5.59
2024-12-29,Eggs,2,0.27
2024-11-05,Lettuce,5,0.96
2024-05-18,Coffee,6,3.66
2025-04-17,Mineral Water,3,0.35
2025-01-01,Salt,6,0.37
2025-03-07,Beer,5,0.83
2024-10-27,Cheese,5,2.73
2025-06-14,Milk,3,1.0
2024-04-09,Beer,4,0.91
2024-07-28,Rice,6,1.32
2024-11-14,Sugar,6,0.93
2025-05-11,Toilet Paper,1,0.49
2024-05-03,Coffee,2,3.94
2024-05-04,Sugar,5,0.92
2024-09-03,Rice,11,1.28
2025-05-19,Banana,5,0.5
2025-03-11,Chicken,4,5.37
2024-11-06,Apple,3,0.63
2025-04-14,Milk,6,0.98
2025-06-21,Olive Oil,4,5.86
2024-12-13,Canned Tuna,3,1.4
2025-05-10,Beer,6,0.89
2024-11-27,Canned Tuna,6,1.53
2024-06-11,Eggs,4,0.27
2024-06-27,Lettuce,8,0.83
2024-04-27,Toilet Paper,4,0.49
2025-04-05,Milk,6,1.02
2024-06-14,Canned Tuna,6,1.3
2024-05-23,Mineral Water,6,0.37
2024-07-08,Bread,3,1.17
2024-05-21,Chocolate,8,1.88
2025-05-25,Cheese,6,2.57
2024-10-23,Lettuce,2,0.82
2024-09-04,Olive Oil,4,6.36
2024-04-23,Sugar,3,1.09
2024-12-12,Eggs,3,0.25
2024-03-04,Mineral Water,5,0.33
2025-03-02,Lettuce,7,0.9
2025-05-23,Coffee,6,3.98
2024-07-19,Sugar,7,0.95
2025-05-08,Salt,3,0.41
2024-04-28,Milk,4,0.93
2024-04-04,Beer,6,0.79
2024-01-16,Eggs,5,0.23
2025-03-25,Toilet Paper,2,0.43
2024-05-05,Banana,6,0.48
2024-08-13,Chocolate,5,1.65
2025-05-30,Beer,7,0.89
2025-06-17,Yogurt,6,0.5
2024-08-28,Lettuce,5,0.86
2024-02-04,Cookies,3,1.48
2025-01-28,Olive Oil,4,6.21
2025-03-17,Red Wine,4,5.33
2024-12-10,Salt,4,0.36
2024-02-28,Olive Oil,7,6.9
2025-01-25,Yogurt,9,0.56
2024-10-07,Beer,3,0.89
2024-10-07,Cheese,4,2.86
2024-11-10,Chicken,4,4.96
2024-01-10,Eggs,4,0.26
2024-11-17,Beer,6,0.77
2024-06-27,Cheese,5,2.57
2025-03-26,Apple,5,0.75
2024-12-27,Eggs,6,0.24
2025-03-30,Salt,3,0.42
2025-03-12,Yogurt,5,0.55
2024-10-28,Rice,6,1.21
2024-01-27,Coffee,3,3.44
2024-02-03,Yogurt,7,0.56
2024-08-17,Chocolate,4,1.88
2025-04-28,Eggs,7,0.25
2024-09-05,Chocolate,5,1.81
2025-06-01,Chicken,7,4.92
2024-09-07,Cheese,7,2.82
2025-02-22,Mineral Water,5,0.36
2024-07-03,Mineral Water,4,0.35
2025-04-26,Beer,3,0.77
2024-06-19,Toilet Paper,3,0.41
2024-12-10,Cheese,8,2.41
2024-12-29,Eggs,3,0.26
2024-06-04,Beer,10,0.92
2024-04-09,Bread,6,1.22
2024-11-22,Lettuce,7,0.86
2024-10-11,Banana,5,0.55
2024-10-21,Eggs,3,0.27
2024-04-18,Olive Oil,4,6.48
2024-02-10,Lettuce,5,0.93
2025-03-12,Salt,5,0.4
2025-03-18,Toilet Paper,6,0.45
2024-08-15,Red Wine,6,5.62
2024-03-16,Toilet Paper,4,0.41
2025-06-17,Cookies,3,1.56
2024-07-19,Pasta,9,1.03
2024-03-31,Olive Oil,4,6.46
2024-03-09,Sugar,2,1.07
2024-09-26,Red Wine,3,5.97
2024-08-25,Coffee,6,3.71
2024-10-21,Rice,6,1.34
2024-11-22,Mineral Water,4,0.38
2024-10-24,Chocolate,8,1.66
2024-11-21,Olive Oil,5,6.51
2024-02-16,Mineral Water,6,0.34
2024-12-03,Rice,5,1.29
2025-01-23,Apple,2,0.71
2024-02-20,Cheese,4,2.75
2025-01-17,Sugar,7,0.94
2024-01-21,Pasta,3,1.08
2024-08-23,Sugar,4,0.92
2025-01-21,Tea,3,2.21
2025-03-01,Tea,6,2.06
2024-11-15,Bread,6,1.08
2025-04-27,Pasta,4,1.08
2024-09-07,Canned Tuna,6,1.34
2024-08-17,Canned Tuna,5,1.26
2024-12-06,Eggs,5,0.27
2025-05-16,Apple,3,0.74
2024-08-26,Eggs,5,0.24
2024-11-25,Milk,4,1.0
2024-08-02,Cookies,2,1.52
2024-03-24,Salt,6,0.42
2024-01-14,Yogurt,2,0.54
2025-03-10,Banana,4,0.5
2024-10-28,Red Wine,7,5.51
2025-06-19,Toilet Paper,6,0.49
2024-05-18,Chocolate,8,1.69
2025-03-02,Banana,2,0.5
2024-04-06,Banana,4,0.47
2024-08-19,Salt,4,0.4
2024-09-17,Chicken,8,5.33
2024-08-09,Salt,3,0.4
2024-10-10,Olive Oil,5,6.08
2024-05-30,Toilet Paper,6,0.48
2025-06-07,Apple,4,0.65
2025-01-29,Beer,5,0.84
2025-05-16,Cookies,11,1.49
2025-01-09,Cookies,5,1.59
2025-01-18,Beer,6,0.9
2024-11-13,Banana,4,0.54
2024-10-08,Pasta,5,1.01
2024-02-28,Tea,3,2.09
2024-01-30,Eggs,10,0.27
2025-03-05,Coffee,4,4.1
2024-10-11,Yogurt,3,0.5
2025-01-10,Tomato,8,1.13
2024-07-16,Sugar,4,0.9
2024-07-22,Sugar,3,0.93
2024-10-07,Cookies,4,1.5
2024-04-02,Salt,6,0.39
2025-01-18,Banana,6,0.52
2024-05-15,Beer,6,0.78
2024-11-19,Rice,3,1.18
2025-03-26,Mineral Water,4,0.33
2025-01-29,Olive Oil,7,5.97
2025-05-30,Apple,6,0.71
2025-04-23,Salt,4,0.43
2024-05-23,Olive Oil,3,5.89
2024-04-17,Beer,4,0.86
2025-01-01,Tea,6,2.04
2024-09-06,Rice,8,1.21
2024-08-27,Olive Oil,4,6.79
2024-06-19,Sugar,5,0.92
2024-12-07,Rice,6,1.4
2024-01-01,Milk,5,1.04
2024-07-27,Chocolate,4,1.67
2025-04-27,Mineral Water,6,0.32
2024-05-11,Salt,7,0.41
2024-03-14,Pasta,7,1.16
2024-12-14,Chicken,6,5.19
2024-08-04,Sugar,6,1.06
2025-05-07,Rice,5,1.28
2024-03-25,Milk,5,0.9
2024-11-22,Chicken,4,5.39
2024-09-21,Apple,7,0.71
2025-01-08,Toilet Paper,6,0.46
2024-09-21,Yogurt,6,0.58
2025-05-16,Tomato,5,1.1
2024-01-25,Beer,5,0.83
2024-02-06,Salt,4,0.38
2024-05-09,Coffee,5,3.5
2024-02-11,Toilet Paper,10,0.42
2024-04-13,Cheese,3,2.51
2024-09-20,Canned Tuna,6,1.4
2024-09-24,Toilet Paper,5,0.46
2025-04-29,Rice,4,1.33
2024-10-06,Tomato,8,1.16
2024-05-12,Bread,2,1.18
2024-11-28,Olive Oil,5,6.2
2024-01-13,Lettuce,7,0.82
2024-06-23,Pasta,5,1.06
2025-05-13,Chocolate,4,1.76
2024-11-18,Salt,4,0.44
2024-12-26,Beer,3,0.88
2025-05-17,Eggs,4,0.25
2024-08-04,Lettuce,5,0.88
2025-02-14,Yogurt,4,0.56
2024-11-21,Salt,6,0.39
2024-10-22,Sugar,8,1.01
2025-03-04,Bread,5,1.21
2024-01-24,Mineral Water,7,0.34
2025-02-02,Pasta,5,1.12
2025-04-28,Salt,5,0.4
2025-04-17,Cookies,4,1.63
2024-12-05,Beer,7,0.81
2025-06-16,Banana,5,0.47
2024-05-03,Red Wine,3,6.33
2025-05-07,Cookies,3,1.58
2025-06-07,Toilet Paper,5,0.41
2024-09-25,Tea,3,2.16
2024-12-13,Eggs,3,0.26
2024-03-16,Apple,3,0.76
2025-03-31,Beer,4,0.92
2024-08-14,Pasta,6,1.16
2024-06-07,Chicken,7,5.27
2024-08-21,Toilet Paper,4,0.48
2025-01-07,Bread,3,1.28
2025-05-11,Toilet Paper,10,0.45
2024-03-07,Tea,4,1.96
2024-05-02,Pasta,4,1.04
2025-06-20,Tea,4,1.97
2024-04-11,Lettuce,2,0.94
2024-02-27,Pasta,5,1.1
2025-04-12,Beer,6,0.86
2024-03-06,Banana,4,0.45
2025-05-03,Apple,2,0.7
2025-05-04,Beer,4,0.78
2024-11-03,Yogurt,4,0.54
2025-02-20,Eggs,10,0.23
2025-06-28,Coffee,6,3.63
2024-07-05,Lettuce,5,0.87
2025-03-29,Red Wine,7,5.32
2025-05-28,Pasta,5,1.13
2024-08-03,Rice,3,1.25
2024-06-10,Eggs,4,0.26
2024-08-22,Coffee,6,3.92
2024-12-28,Olive Oil,4,6.46
2025-02-17,Toilet Paper,4,0.43
2024-07-26,Milk,5,1.04
2025-03-13,Tomato,3,1.14
2024-10-07,Canned Tuna,4,1.35
2025-05-13,Yogurt,8,0.5
2024-10-09,Lettuce,4,0.86
2024-03-16,Salt,3,0.39
2024-09-23,Pasta,8,1.2
2024-03-10,Salt,2,0.4
